节点ID,节点类型,节点名称,所有属性
736,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [204.19636363636369, 745.4918181818182, 1323.0763636363638, 1108.3718181818183], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.0833333333333326, ""position"": ""center""}"
737,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [657.7868852459017, 566.8524590163935, 821.72131147541, 743.9016393442623], ""confidence"": 0.95, ""image_id"": ""img_200"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 116, ""density"": ""very_high""}"
738,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [1162.704918032787, 570.1311475409836, 1365.983606557377, 784.8852459016393], ""confidence"": 0.95, ""image_id"": ""img_200"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 174, ""density"": ""very_high""}"
739,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 3, ""class"": ""porosity_region"", ""bbox"": [961.0655737704919, 534.0655737704918, 1084.016393442623, 670.1311475409836], ""confidence"": 0.95, ""image_id"": ""img_200"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 66, ""density"": ""very_high""}"
740,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [404.07978142076513, 418.1945355191257, 1613.679781420765, 871.7945355191256], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.666666666666667, ""position"": ""edge""}"
741,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [449.43978142076514, 463.5545355191257, 1568.3197814207651, 826.4345355191256], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.083333333333335, ""position"": ""edge""}"
742,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [797.3509933774834, 748.3443708609271, 880.794701986755, 833.1125827814569], ""confidence"": 0.95, ""image_id"": ""img_201"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 28, ""density"": ""very_high""}"
743,"[__Node__, Defect, overlap_bump]",Overlap Bump,"{""local_id"": 1, ""class"": ""overlap_bump"", ""bbox"": [2306.7567567567567, 263.51351351351354, 2881.0810810810813, 721.6216216216217], ""confidence"": 0.95, ""image_id"": ""img_202"", ""is_component"": false, ""is_defect"": true, ""height_estimate"": 366.4864864864865, ""shape"": ""protrusion""}"
744,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1195.8762886597938, 695.8762886597939, 1483.5051546391753, 820.6185567010309], ""confidence"": 0.95, ""image_id"": ""img_203"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 143, ""density"": ""very_high""}"
745,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [961.8556701030928, 708.2474226804123, 1121.6494845360826, 829.8969072164949], ""confidence"": 0.95, ""image_id"": ""img_203"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 77, ""density"": ""very_high""}"
746,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 3, ""class"": ""porosity_region"", ""bbox"": [287.5, 718.75, 554.1666666666667, 852.0833333333334], ""confidence"": 0.95, ""image_id"": ""img_203"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 142, ""density"": ""very_high""}"
747,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [329.29221076746865, 544.1120847651775, 1538.8922107674684, 997.7120847651775], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.666666666666667, ""position"": ""edge""}"
748,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [374.65221076746866, 589.4720847651776, 1493.5322107674685, 952.3520847651774], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.083333333333334, ""position"": ""edge""}"
749,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [352.86885245901635, 504.55737704918033, 549.5901639344263, 663.5737704918033], ""confidence"": 0.95, ""image_id"": ""img_204"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 125, ""density"": ""very_high""}"
750,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [744.672131147541, 417.672131147541, 849.5901639344263, 538.983606557377], ""confidence"": 0.95, ""image_id"": ""img_204"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 50, ""density"": ""very_high""}"
751,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 3, ""class"": ""porosity_region"", ""bbox"": [893.8524590163934, 376.6885245901639, 1069.2622950819673, 479.9672131147541], ""confidence"": 0.95, ""image_id"": ""img_204"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 72, ""density"": ""very_high""}"
752,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [138.5060109289618, 270.1071038251366, 1348.1060109289617, 723.7071038251365], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.666666666666667, ""position"": ""center""}"
753,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [183.86601092896183, 315.46710382513663, 1302.7460109289618, 678.3471038251365], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.083333333333335, ""position"": ""center""}"
754,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1160.9271523178809, 617.8807947019867, 1229.8013245033112, 678.8079470198676], ""confidence"": 0.95, ""image_id"": ""img_205"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 16, ""density"": ""very_high""}"
755,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [1031.7880794701987, 623.841059602649, 1090.0662251655629, 679.4701986754967], ""confidence"": 0.95, ""image_id"": ""img_205"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 12, ""density"": ""very_high""}"
756,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 3, ""class"": ""porosity_region"", ""bbox"": [907.2847682119206, 622.5165562913908, 1006.6225165562914, 680.1324503311258], ""confidence"": 0.95, ""image_id"": ""img_205"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 22, ""density"": ""very_high""}"
757,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 4, ""class"": ""porosity_region"", ""bbox"": [160.64516129032256, 618.0645161290322, 221.29032258064515, 676.1290322580645], ""confidence"": 0.95, ""image_id"": ""img_205"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 14, ""density"": ""very_high""}"
758,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [246.25319376201674, 422.8053193762016, 1455.8531937620166, 876.4053193762015], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.666666666666667, ""position"": ""edge""}"
759,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [291.61319376201675, 468.16531937620164, 1410.4931937620167, 831.0453193762015], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.083333333333335, ""position"": ""edge""}"
760,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [340.96385542168673, 1086.1445783132529, 398.79518072289153, 1136.7469879518071], ""confidence"": 0.95, ""image_id"": ""img_206"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 11, ""density"": ""very_high""}"
761,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [816.2650602409637, 1119.2771084337348, 871.0843373493975, 1174.0963855421685], ""confidence"": 0.95, ""image_id"": ""img_206"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 12, ""density"": ""very_high""}"
762,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 3, ""class"": ""porosity_region"", ""bbox"": [942.1686746987951, 1130.1204819277107, 999.3975903614457, 1181.9277108433735], ""confidence"": 0.95, ""image_id"": ""img_206"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 11, ""density"": ""very_high""}"
763,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 4, ""class"": ""pit_depression"", ""bbox"": [1418.6351706036746, 1158.530183727034, 1487.1391076115485, 1227.55905511811], ""confidence"": 0.95, ""image_id"": ""img_206"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 20.551181102362168, ""shape_regularity"": ""regular""}"
764,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 5, ""class"": ""pit_depression"", ""bbox"": [1488.407679556644, 1164.1975308641975, 1559.3953338776319, 1233.3333333333333], ""confidence"": 0.95, ""image_id"": ""img_206"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 20.740740740740737, ""shape_regularity"": ""regular""}"
765,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [427.42519904446794, 934.3933356054724, 1637.0251990444679, 1387.9933356054723], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.666666666666667, ""position"": ""edge""}"
766,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [472.78519904446796, 979.7533356054724, 1591.665199044468, 1342.6333356054724], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.0833333333333335, ""position"": ""edge""}"
767,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [755.2238805970148, 301.4925373134328, 944.0298507462686, 643.2835820895522], ""confidence"": 0.95, ""image_id"": ""img_207"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 258, ""density"": ""very_high""}"
768,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [709.7014925373134, 1213.4328358208954, 869.4029850746268, 1426.1194029850744], ""confidence"": 0.95, ""image_id"": ""img_207"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 135, ""density"": ""very_high""}"
769,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 3, ""class"": ""porosity_region"", ""bbox"": [691.044776119403, 1601.4925373134326, 775.3731343283582, 1700.0], ""confidence"": 0.95, ""image_id"": ""img_207"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 33, ""density"": ""very_high""}"
770,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [407.9960199004974, 892.3368159203978, 1173.5960199004974, 1402.9368159203977], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.4994124559341953, ""position"": ""edge""}"
771,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [459.0560199004974, 943.3968159203978, 1122.5360199004974, 1351.8768159203978], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 1.6242655699177437, ""position"": ""edge""}"
772,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [149.5601173020528, 137.2434017595308, 203.81231671554252, 191.78885630498533], ""confidence"": 0.95, ""image_id"": ""img_208"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 11, ""density"": ""very_high""}"
773,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [283.57771260997066, 143.6950146627566, 341.6422287390029, 203.81231671554252], ""confidence"": 0.95, ""image_id"": ""img_208"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 13, ""density"": ""very_high""}"
774,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 3, ""class"": ""porosity_region"", ""bbox"": [393.45335515548277, 118.33060556464811, 430.27823240589197, 161.70212765957447], ""confidence"": 0.95, ""image_id"": ""img_208"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 6, ""density"": ""very_high""}"
775,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 4, ""class"": ""porosity_region"", ""bbox"": [486.46748681898066, 152.19683655536028, 532.5131810193321, 205.09666080843584], ""confidence"": 0.95, ""image_id"": ""img_208"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 9, ""density"": ""very_high""}"
776,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [175.0630788457821, 118.93322750385424, 530.263078845782, 209.53322750385422], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.9205298013245033, ""position"": ""edge""}"
777,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [184.1230788457821, 127.99322750385424, 521.2030788457821, 200.47322750385422], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 4.650662251655631, ""position"": ""edge""}"
778,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1303.0303030303028, 1422.2222222222222, 1913.131313131313, 1583.8383838383838], ""confidence"": 0.95, ""image_id"": ""img_209"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 394, ""density"": ""very_high""}"
779,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 2, ""class"": ""porosity_region"", ""bbox"": [1958.5858585858584, 1436.3636363636365, 2216.161616161616, 1604.0404040404042], ""confidence"": 0.95, ""image_id"": ""img_209"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 172, ""density"": ""very_high""}"
780,"[__Node__, Defect, pit_depression]",Pit Depression,"{""local_id"": 3, ""class"": ""pit_depression"", ""bbox"": [993.953488372093, 2146.9767441860467, 1184.1860465116279, 2323.2558139534885], ""confidence"": 0.95, ""image_id"": ""img_209"", ""is_component"": false, ""is_defect"": true, ""depth_estimate"": 52.883720930232535, ""shape_regularity"": ""irregular""}"
781,"[__Node__, Component, weld_seam]",Weld Seam,"{""local_id"": -1, ""class"": ""weld_seam"", ""bbox"": [394.84143763213524, 1302.78286743403, 2794.8414376321352, 2202.78286743403], ""confidence"": 0.85, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 2.6666666666666674, ""position"": ""center""}"
782,"[__Node__, Component, weld_surface]",Weld Surface,"{""local_id"": -2, ""class"": ""weld_surface"", ""bbox"": [484.84143763213524, 1392.78286743403, 2704.8414376321352, 2112.78286743403], ""confidence"": 0.8, ""image_id"": """", ""is_component"": true, ""is_defect"": false, ""aspect_ratio"": 3.0833333333333344, ""position"": ""edge""}"
783,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1820.9302325581396, 974.4186046511628, 2010.46511627907, 1187.2093023255813], ""confidence"": 0.95, ""image_id"": ""img_210"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 161, ""density"": ""very_high""}"
784,"[__Node__, Defect, porosity_region]",Porosity Region,"{""local_id"": 1, ""class"": ""porosity_region"", ""bbox"": [1372.7272727272725, 894.5454545454545, 1496.3636363636363, 1029.090909090909], ""confidence"": 0.95, ""image_id"": ""img_211"", ""is_component"": false, ""is_defect"": true, ""num_pores"": 66, ""density"": ""very_high""}"
